Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),MPN (product.metafields.shopwoo._sw_mpn),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pink-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645392.jpg?v=1772547968,5,,,,,,,,,,,,,,,
pink-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645393.jpg?v=1772547968,6,,,,,,,,,,,,,,,
pink-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645394.jpg?v=1772547968,7,,,,,,,,,,,,,,,
pink-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645395.jpg?v=1772547969,8,,,,,,,,,,,,,,,
black-grainy-calf-leather-logo-crossbody-shoulder-bag,Black Grainy Calf Leather Logo Crossbody Shoulder Bag,"<p>VERSACE</p>
<p>Absolutely stunning, 100% Authentic, brand new with tags VERSACE bags. Brand logo, solid color, shoulder strap, magnetic fastening.<br>
Model: Shoulder bag<br>
Inside Material: 100% CO<br>
Outside Material: 100% Calf<br>
Colour: Black<br>
Black inner lining with inside pocket<br>
Handle: One handle, adjustable shoulder strap<br>
Logo engraved metal hardware<br>
Made in Italy<br>
Measurements: 23cm x 17cm x 6cm<br>
Strap: 60cm</p>
",Versace,,,"111922446614, 13426, Bags, Black, Crossbody Bags - Bags, Handbags - Bags, Leather Bags - Bags, Material: Calf, New with tags, Shoulder Bags - Bags, Versace, Women",TRUE,Title,Default Title,,,,,,,,BAG1612,3000,shopify,deny,manual,1031.4,1530,TRUE,TRUE,,,,,'8053609096655,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645379.jpg?v=1772547966,1,,FALSE,,,,,,,,,,kg,,679,active
black-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645380.jpg?v=1772547966,2,,,,,,,,,,,,,,,
black-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645381.jpg?v=1772547966,3,,,,,,,,,,,,,,,
black-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645382.jpg?v=1772547966,4,,,,,,,,,,,,,,,
black-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645383.jpg?v=1772547967,5,,,,,,,,,,,,,,,
black-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645384.jpg?v=1772547966,6,,,,,,,,,,,,,,,
black-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645385.jpg?v=1772547966,7,,,,,,,,,,,,,,,
black-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645386.jpg?v=1772547966,8,,,,,,,,,,,,,,,
white-top-handle-canvas-leather-logo-crossbody-tote-bag,White Top Handle Canvas Leather Logo Crossbody Tote Bag,"<p>VERSACE</p>
<p>Absolutely stunning, 100% Authentic, brand new with tags VERSACE tote bags. Brand logo, solid color, crossbody strap.<br>
Model: Tote bag<br>
Material: VL100%, WV66% VI19% PA10% WS5%<br>
Color: White, Black<br>
Fabric inner lining with inside zipper pocket<br>
Handle: Two handles, detachable and adjustable shoulder strap<br>
Logo engraved metal hardware<br>
Made in Italy<br>
Measurements: 38cm x 30cm x 15cm<br>
Strap: 99cm</p>
",Versace,,,"111922446614, 13426, Bags, Black/White, Material: VL100%, New with tags, Tote Bags - Bags, Versace, Women, WV66% VI19% PA10% WS5%",TRUE,Title,Default Title,,,,,,,,BAG1598,3000,shopify,deny,manual,1172,1555,TRUE,TRUE,,,,,'8056204967870,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645249.jpg?v=1772547964,1,,FALSE,,,,,,,,,,kg,,769,active
white-top-handle-canvas-leather-logo-crossbody-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645250.jpg?v=1772547964,2,,,,,,,,,,,,,,,
white-top-handle-canvas-leather-logo-crossbody-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645251.jpg?v=1772547964,3,,,,,,,,,,,,,,,
white-top-handle-canvas-leather-logo-crossbody-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645252.jpg?v=1772547964,4,,,,,,,,,,,,,,,
white-top-handle-canvas-leather-logo-crossbody-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645253.jpg?v=1772547964,5,,,,,,,,,,,,,,,
white-top-handle-canvas-leather-logo-crossbody-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645254.jpg?v=1772547964,6,,,,,,,,,,,,,,,
white-top-handle-canvas-leather-logo-crossbody-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645255.jpg?v=1772547964,7,,,,,,,,,,,,,,,
black-top-handle-canvas-leather-logo-crossbody-tote-bag,Black Top Handle Canvas Leather Logo Crossbody Tote Bag,"<p>VERSACE</p>
<p>Absolutely stunning, 100% Authentic, brand new with tags VERSACE bags. Brand logo, solid color, crossbody strap, zipper fastening.<br>
Model: Crossbody bag<br>
Material: VL100%, WV66% VI19% PA10% WS5%<br>
Colour: Black<br>
Black inner lining with inside zipper pocket<br>
Handle: Two handles, detachable and adjustable shoulder strap<br>
Logo engraved metal hardware<br>
Made in Italy<br>
Measurements: 38cm x 29cm x 16cm<br>
Strap: 90cm</p>
",Versace,,,"111922446614, 13426, Bags, Black, Crossbody Bags - Bags, Material: VL100%, New with tags, Versace, Women, WV66% VI19% PA10% WS5%",TRUE,Title,Default Title,,,,,,,,BAG1589,3000,shopify,deny,manual,1172,1555,TRUE,TRUE,,,,,'8056204967863,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645162.jpg?v=1772547962,1,,FALSE,,,,,,,,,,kg,,769,active
black-top-handle-canvas-leather-logo-crossbody-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645163.jpg?v=1772547962,2,,,,,,,,,,,,,,,
black-top-handle-canvas-leather-logo-crossbody-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645164.jpg?v=1772547962,3,,,,,,,,,,,,,,,
black-top-handle-canvas-leather-logo-crossbody-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645165.jpg?v=1772547962,4,,,,,,,,,,,,,,,
black-top-handle-canvas-leather-logo-crossbody-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645166.jpg?v=1772547962,5,,,,,,,,,,,,,,,
black-top-handle-canvas-leather-logo-crossbody-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645167.jpg?v=1772547963,6,,,,,,,,,,,,,,,
black-top-handle-canvas-leather-logo-crossbody-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645168.jpg?v=1772547962,7,,,,,,,,,,,,,,,
black-top-handle-canvas-leather-logo-crossbody-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645169.jpg?v=1772547962,8,,,,,,,,,,,,,,,
pink-small-top-handle-grainy-calf-leather-crossbody-bag,Pink Small Top Handle Grainy Calf Leather Crossbody Bag,"<p>VERSACE</p>
<p>Absolutely stunning, 100% Authentic, brand new with tags VERSACE bags. Brand logo, solid color, crossbody strap, magnetic fastening.<br>
Model: Crossbody bag<br>
Material: 100% VL, 100% CO<br>
Colour: Pink<br>
Black inner lining with inside pocket<br>
Handle: Two handles, detachable and adjustable shoulder strap<br>
Logo engraved metal hardware<br>
Made in Italy<br>
Measurements: 22cm x 21cm x 11cm<br>
Strap: 90cm</p>
",Versace,,,"100% CO, 111922446614, 13426, Bags, Crossbody Bags - Bags, Material: 100% VL, New with tags, Pink, Versace, Women",TRUE,Title,Default Title,,,,,,,,BAG1588,2500,shopify,deny,manual,1172,1555,TRUE,TRUE,,,,,'8053609095511,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645153.jpg?v=1772547960,1,,FALSE,,,,,,,,,,kg,,769,active
pink-small-top-handle-grainy-calf-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645152.jpg?v=1772547960,2,,,,,,,,,,,,,,,
pink-small-top-handle-grainy-calf-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645154.jpg?v=1772547960,3,,,,,,,,,,,,,,,
pink-small-top-handle-grainy-calf-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645155.jpg?v=1772547960,4,,,,,,,,,,,,,,,
pink-small-top-handle-grainy-calf-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645156.jpg?v=1772547960,5,,,,,,,,,,,,,,,
pink-small-top-handle-grainy-calf-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645157.jpg?v=1772547960,6,,,,,,,,,,,,,,,
pink-small-top-handle-grainy-calf-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645158.jpg?v=1772547960,7,,,,,,,,,,,,,,,
pink-small-top-handle-grainy-calf-leather-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645159.jpg?v=1772547960,8,,,,,,,,,,,,,,,
black-white-gold-frame-clutch-evening-party-purse-bag,Black White Gold Frame Clutch Evening Party Purse Bag,"<p>DOLCE &amp; GABBANA</p>
<p>Gorgeous brand new with tags and box, 100% Authentic Dolce &amp; Gabbana miniature clutch purse.<br>
Model: Clutch miniature wallet purse<br>
Color: Black, white with gold metal detailing<br>
Material: 05%PA+75%PL+05%Aluminum+10%Goat+05%Real Brass<br>
Card slots inside<br>
Black leather inner lining<br>
Logo details<br>
Made in Italy<br>
Measurements: 18cm x 11.5cm x 2cm</p>
",Dolce & Gabbana,,,"111922446614, 13426, Bags, Black/White, Clutch Bags - Bags, Dolce & Gabbana, Material: 05%PA+75%PL+05%Aluminum+10%Goat+05%Real Brass, New with tags, Women",TRUE,Title,Default Title,,,,,,,,BAG1544,2000,shopify,deny,manual,1510,3155,TRUE,TRUE,,,,,'8059226468950,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644971_bc4e56b1-2835-4b81-9c63-92123b335fe1.jpg?v=1772547961,1,,FALSE,,,,,,,,,,kg,,785,active
black-white-gold-frame-clutch-evening-party-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644971.jpg?v=1772547959,2,,,,,,,,,,,,,,,
black-white-gold-frame-clutch-evening-party-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644972.jpg?v=1772547958,3,,,,,,,,,,,,,,,
black-white-gold-frame-clutch-evening-party-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644973.jpg?v=1772547959,4,,,,,,,,,,,,,,,
black-white-gold-frame-clutch-evening-party-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644974.jpg?v=1772547958,5,,,,,,,,,,,,,,,
black-white-gold-frame-clutch-evening-party-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644975.jpg?v=1772547958,6,,,,,,,,,,,,,,,
black-white-gold-frame-clutch-evening-party-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644976.jpg?v=1772547959,7,,,,,,,,,,,,,,,
black-white-gold-frame-clutch-evening-party-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644977.jpg?v=1772547958,8,,,,,,,,,,,,,,,
black-leather-studs-gold-frame-clutch-evening-purse-bag,Black Leather Studs Gold Frame Clutch Evening Purse Bag,"<p>DOLCE &amp; GABBANA</p>
<p>Gorgeous brand new with tags and box, 100% Authentic Dolce &amp; Gabbana miniature clutch purse.<br>
Model: Clutch miniature wallet purse<br>
Color: Black with gold metal detailing<br>
Material: Leather, Brass<br>
Black leather inner lining<br>
Logo details<br>
Made in Italy<br>
Measurements: 18cm x 11.5cm x 2.5cm</p>
",Dolce & Gabbana,,,"111922446614, 13426, Bags, Black, Brass, Clutch Bags - Bags, Dolce & Gabbana, Material: Leather, New with tags, Women",TRUE,Title,Default Title,,,,,,,,BAG1531,2000,shopify,deny,manual,1510,3155,TRUE,TRUE,,,,,'8056216690667,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644878.jpg?v=1772547957,1,,FALSE,,,,,,,,,,kg,,785,active
black-leather-studs-gold-frame-clutch-evening-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644880.jpg?v=1772547957,2,,,,,,,,,,,,,,,
black-leather-studs-gold-frame-clutch-evening-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644881.jpg?v=1772547956,3,,,,,,,,,,,,,,,
black-leather-studs-gold-frame-clutch-evening-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644882.jpg?v=1772547957,4,,,,,,,,,,,,,,,
black-leather-studs-gold-frame-clutch-evening-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644883.jpg?v=1772547957,5,,,,,,,,,,,,,,,
black-leather-studs-gold-frame-clutch-evening-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644884.jpg?v=1772547957,6,,,,,,,,,,,,,,,
black-leather-studs-gold-frame-clutch-evening-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4644885.jpg?v=1772547957,7,,,,,,,,,,,,,,,
brown-python-leather-dg-girls-crossbody-phone-bag,Brown Python Leather DG Girls Crossbody Phone Bag,"<p>DOLCE &amp; GABBANA</p>
<p>Gorgeous brand new with tags, 100% Authentic Dolce &amp; Gabbana DG Girls Phone Bag is a stylish and practical accessory. Crafted from snakeskin print leather with a leather lining, it features a chain strap for easy carrying. The bag is adorned with a metallic logo on the front and a gold finish for a luxurious touch. It has a flap closure with a press stud fastening.<br>
Style: Phone bag<br>
Material: 100% Python Leather<br>
Color: Dark Brown, gold metal detailing<br>
Handle: Metal chain strap<br>
Brown leather inner lining<br>
Press stud closure<br>
Logo details<br>
Made in Italy<br>
Measurements: 16cm x 9cm x 2cm<br>
Strap: 100cm</p>
",Dolce & Gabbana,,,"111922446614, 13426, Bags, Brown, Crossbody Bags - Bags, Dolce & Gabbana, Material: 100% Python Leather, New with tags, Women",TRUE,Title,Default Title,,,,,,,,BAG1260,2500,shopify,deny,manual,1416.5,2960,TRUE,TRUE,,,,,'8057155080403,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4570521.jpg?v=1772547955,1,,FALSE,,,,,,,,,,kg,,735,active
brown-python-leather-dg-girls-crossbody-phone-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4570523.jpg?v=1772547955,2,,,,,,,,,,,,,,,
brown-python-leather-dg-girls-crossbody-phone-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4570524.jpg?v=1772547955,3,,,,,,,,,,,,,,,
brown-python-leather-dg-girls-crossbody-phone-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4570525.jpg?v=1772547955,4,,,,,,,,,,,,,,,
brown-python-leather-dg-girls-crossbody-phone-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4570526.jpg?v=1772547955,5,,,,,,,,,,,,,,,
brown-python-leather-dg-girls-crossbody-phone-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4570527.jpg?v=1772547955,6,,,,,,,,,,,,,,,
brown-python-leather-dg-girls-crossbody-phone-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4570529.jpg?v=1772547955,7,,,,,,,,,,,,,,,
brown-python-leather-dg-girls-crossbody-phone-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4570530.jpg?v=1772547955,8,,,,,,,,,,,,,,,
white-cotton-christmas-sequin-fur-t-shirt,White Cotton Christmas Sequin Fur T-shirt,"<p>DOLCE &amp; GABBANA</p>
<p>Gorgeous brand new, 100% Authentic Dolce &amp; Gabbana cotton round neck t-shirt with sequin and fur shearling.<br>
Motive: Christmas<br>
Model: Short sleeves round neck t-shirt<br>
Material: 100% Cotton<br>
Colour: White<br>
Logo details<br>
Made in Italy</p>
",Dolce & Gabbana,,,"111922446614, 13426, Clothing, Dolce & Gabbana, IT36|XXS, Material: 100% Cotton, New with tags, T-Shirts - Clothing, T-Shirts - T-Shirts - Clothing, White, Women",TRUE,Italian Size WOMEN,IT36|XXS,,,,,,,,TSH84218-36,500,shopify,deny,manual,1287.8,2685,TRUE,TRUE,,,,,'8058301889482,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4321422.jpg?v=1772547953,1,,FALSE,,,,,,,,,,kg,,669,active
white-cotton-christmas-sequin-fur-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4321423.jpg?v=1772547953,2,,,,,,,,,,,,,,,
white-cotton-christmas-sequin-fur-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4321424.jpg?v=1772547953,3,,,,,,,,,,,,,,,
white-cotton-christmas-sequin-fur-t-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4321425.jpg?v=1772547953,4,,,,,,,,,,,,,,,
blue-coated-canvas-vertical-cloud-mini-shoulder-bag,Blue Coated Canvas Vertical Cloud Mini Shoulder Bag,"<p>GIVENCHY</p>
<p>Absolutely stunning, 100% Authentic, brand new with tags GIVENCHY top handle bag.<br>
Model: Shoulder hand vertical rectangle Mini Bag<br>
Color: Cloud blue<br>
Material: 100% Cotton<br>
Logo details<br>
Made in Italy<br>
Measurements: 17cm x 13.5cm x 6cm<br>
Strap: 115cm</p>
",Givenchy,,,"111922446614, 13426, Bags, Givenchy, Material: 100% Cotton, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,BAG1042,2500,shopify,deny,manual,1026.2,1115,TRUE,TRUE,,,,,'8050246183489,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4321129.jpg?v=1772547950,1,,FALSE,,,,,,,,,,kg,,799,active
blue-coated-canvas-vertical-cloud-mini-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4321130.jpg?v=1772547951,2,,,,,,,,,,,,,,,
blue-coated-canvas-vertical-cloud-mini-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4321131.jpg?v=1772547951,3,,,,,,,,,,,,,,,
blue-coated-canvas-vertical-cloud-mini-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4321132.jpg?v=1772547951,4,,,,,,,,,,,,,,,
blue-coated-canvas-vertical-cloud-mini-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4321133.jpg?v=1772547951,5,,,,,,,,,,,,,,,
multicolor-floral-cropped-bustier-corset-top,Multicolor Floral Cropped Bustier Corset Top,"<p>DOLCE &amp; GABBANA</p>
<p>Absolutely stunning, 100% Authentic, brand new with tags Dolce &amp; Gabbana bustier top.<br>
Model: Tank cropped corset top blouse<br>
Material: 64% Nylon 31% Cotton 6% Elastane<br>
Color: Multicolor with floral print<br>
Logo details<br>
Made in Italy</p>
",Dolce & Gabbana,,,"111922446614, 13426, Clothing, Dolce & Gabbana, IT40|S, Material: 64% Nylon 31% Cotton 6% Elastane, Multicolor, New with tags, Sleeveless - T-Shirts - Clothing, T-Shirts - Clothing, Women",TRUE,Italian Size WOMEN,IT40|S,,,,,,,,TSH83159 -40,500,shopify,deny,manual,1169.5,2440,TRUE,TRUE,,,,,'8054802138678,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4226818.jpg?v=1772547949,1,,FALSE,,,,,,,,,,kg,,605,active
multicolor-floral-cropped-bustier-corset-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4226819.jpg?v=1772547949,2,,,,,,,,,,,,,,,
multicolor-floral-cropped-bustier-corset-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4226820.jpg?v=1772547948,3,,,,,,,,,,,,,,,
multicolor-floral-cropped-bustier-corset-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4226821.jpg?v=1772547949,4,,,,,,,,,,,,,,,
multicolor-floral-cropped-bustier-corset-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4226822.jpg?v=1772547949,5,,,,,,,,,,,,,,,
multicolor-floral-cropped-bustier-corset-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4226823.jpg?v=1772547949,6,,,,,,,,,,,,,,,
purple-beige-red-leather-crossbody-purse-bag,Purple Beige Red Leather Crossbody Purse Bag,"<p class=""w3-center"" style=""text-align: left""><span style=""font-family: Arial"">Dolce &amp; Gabbana</span></p>
<p style=""text-align: left"">Gorgeous brand new with tags, 100% Authentic Dolce &amp; Gabbana LUCIA bag purse.</p>
<p style=""text-align: left"">Model: LUCIA<br>
Style: Shoulder messenger<br>
Material: Leather, exotic skins<br>
Color: Purple, beige and red, gold metal detailing<br>
Handle: Detachable and adjustable shoulder leather strap<br>
Red leather inner lining<br>
Inside slot and inside pocket with zipper pocket<br>
Logo details<br>
Made in Italy</p>
<p style=""text-align: left"">Measurements: <span style=""font-family: Arial"">18cm x 23cm x 7cm<br>
Strap: 65cm</span></p>
",Dolce & Gabbana,,,"111922446614, 13426, Bags, Crossbody Bags - Bags, Dolce & Gabbana, exotic skins, Material: Leather, New with tags, Purple, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,VAS8681,3000,shopify,deny,manual,1148.5,2230,TRUE,TRUE,,,,,'7333413030801,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/1186490.jpg?v=1772547946,1,,FALSE,,,,,,,,,,kg,,665,active
purple-beige-red-leather-crossbody-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/1186484.jpg?v=1772547946,2,,,,,,,,,,,,,,,
purple-beige-red-leather-crossbody-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/1186487.jpg?v=1772547946,3,,,,,,,,,,,,,,,
purple-beige-red-leather-crossbody-purse-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/1186493.jpg?v=1772547946,4,,,,,,,,,,,,,,,
